"","gene_name","mass_Da"
"2026","mglC",35549.72572
"2027","mglA",56414.61858
"2028","mglB",35712.14442
"2029","galS",37356.41466
"2030","yeiB",43393.08578
"2031","folE",24830.34262
"2032","yeiG",31258.9316
"2033","cirA",73894.80154
"2034","lysP",53575.25008
"2035","yeiE",32723.35544
"2036","yeiH",36881.67264
"2037","nfo",31479.16206
"2038","yeiI",39709.77352
"2039","nupX",43409.08354
"2040","rihB",33747.65632
"2041","yeiL",25294.04284
"2042","psuT",43431.1868
"2043","psuG",32909.49666
"2044","psuK",33572.60584
"2045","fruA",57518.48292
"2046","fruK",33755.29568
"2047","fruB",39647.35254
"2048","setB",42745.59694
"2049","yeiW",8954.41204
"2050","yeiP",21532.38316
"2051","yeiQ",54031.06752
"2052","yeiR",36080.74592
"2053","lpxT",26758.80282
"2054","mepS",21039.62898
"2055","rtn",58587.46634
"2056","yejA",69668.20618
"2057","yejB",40359.76486
"2058","yejE",38091.0381
"2059","yejF",58725.30242
"2060","yejG",12493.03858
"2061","bcr",43320.32988
"2062","rsuA",25864.98822
"2063","yejH",66412.34156
"2064","rplY",10693.3113
"2065","yejK",37822.04648
"2066","yejL",8288.36582
"2067","yejM",67295.17422
"2068","insH1",39326.72564
"2069","narP",23574.6957
"2070","ccmH",39088.53968
"2071","dsbE",20808.73396
"2072","ccmF",71388.59706
"2073","ccmE",17698.11222
"2074","ccmD",7745.04788
"2075","ccmC",27885.01094
"2076","ccmB",23618.51808
"2077","ccmA",23020.90426
"2078","napC",23100.31646
"2079","napB",16296.3632
"2080","napH",31873.20228
"2081","napG",24924.4653
"2082","napA",93040.93874
"2083","napD",9468.40516
"2084","napF",18015.24782
"2085","eco",18191.83604
"2086","mqo",60228.90656
"2087","yojI",61552.0318
"2088","alkB",24075.24826
"2089","ada",39323.4476
"2090","apbE",38548.37014
"2091","ompC",40367.59714
"2092","rcsD",100370.97582
"2093","rcsB",23670.32816
"2094","rcsC",106487.18692
"2095","atoS",67789.1096
"2096","atoC",52175.811
"2097","atoD",23525.9412
"2098","atoA",22959.42448
"2099","atoE",47527.19674
"2100","atoB",40352.03612
"2101","yfaP",28303.33106
"2102","yfaQ",61443.01608
"2103","yfaT",23766.90032
"2104","yfaA",62670.50892
"2105","gyrA",96962.36086
"2106","ubiG",26555.15016
"2107","yfaL",131151.321
"2108","nrdA",85774.27018
"2109","nrdB",43516.75678
"2110","yfaE",9292.68484
"2111","inaA",25295.78678
"2112","glpQ",40842.87986
"2113","glpT",50309.82046
"2114","glpA",58957.59506
"2115","glpB",45356.716
"2116","glpC",44107.57182
"2117","yfaD",34922.43352
"2118","rhmA",28915.67624
"2119","rhmT",46293.1678
"2120","rhmD",44225.99798
"2121","rhmR",28903.84944
"2122","yfaY",44225.14646
"2123","yfaZ",18609.47152
"2124","nudI",16338.46798
"2125","ais",22224.23144
"2126","arnB",41649.36114
"2127","arnC",36338.72878
"2128","arnA",74287.98944
"2129","arnD",33111.39644
"2130","arnT",62541.779
"2131","arnE",12191.81596
"2132","arnF",14085.03082
"2133","pmrD",9870.42084
"2134","menE",50184.07402
"2135","menC",35476.19478
"2136","menB",31632.76274
"2137","menH",27682.03694
"2138","menD",61366.31408
"2139","menF",48731.90276
"2140","elaB",11305.5451
"2141","elaA",17419.4952
"2142","rbn",32929.2123
"2143","elaD",46077.65874
"2144","yfbK",63633.12212
"2145","yfbL",35930.39002
"2146","yfbM",19018.4438
"2147","yfbN",27990.74462
"2148","yfbO",16162.8397
"2149","yfbP",32135.89306
"2150","nuoN",52043.46056
"2151","nuoM",56523.88084
"2152","nuoL",66437.30366
"2153","nuoK",10844.89624
"2154","nuoJ",19874.40922
"2155","nuoI",20537.55034
"2156","nuoH",36218.73322
"2157","nuoG",100298.0663
"2158","nuoF",49291.8981
"2159","nuoE",18589.8493
"2160","nuoC",68235.31048
"2161","nuoB",25055.56818
"2162","nuoA",16457.13486
"2163","lrhA",34593.43946
"2164","alaA",45516.8371
"2165","yfbR",22707.79978
"2166","yfbS",65838.95788
"2167","yfbT",22975.17704
"2168","yfbU",19536.01128
"2169","yfbV",17212.98926
"2170","ackA",43289.95584
"2171","pta",77139.13266
"2172","yfcC",54796.00022
"2173","yfcD",20375.64478
"2174","yfcE",20089.77238
"2175","yfcF",24325.43458
"2176","yfcG",24515.58656
"2177","folX",14081.85978
"2178","yfcH",32698.3159
"2179","yfcI",34179.1017
"2180","hisP",28652.702
"2181","hisM",26837.39442
"2182","hisQ",24648.97174
"2183","hisJ",28483.02408
"2184","argT",27991.31112
"2185","ubiX",20694.76944
"2186","purF",56487.40114
"2187","cvpA",17906.7708
"2188","dedD",22906.13198
"2189","folC",45405.13954
"2190","accD",33321.565
"2191","dedA",24509.93846
"2192","truA",30399.25468
"2193","usg",36363.68696
"2194","pdxB",41335.07702
"2195","flk",36667.82508
"2196","yfcJ",40464.7158
"2197","fabB",42612.87874
"2198","mnmC",74401.23904
"2199","yfcL",9999.92846
"2200","epmC",21145.33742
"2201","yfcA",28643.04798
"2202","mepA",30136.33538
"2203","aroC",39136.99804
"2204","prmB",34969.26138
"2205","smrB",21013.0685
"2206","yfcO",30260.14304
"2207","yfcP",18951.26364
"2208","yfcQ",17889.8068
"2209","yfcR",17890.18306
"2210","yfcS",27727.74756
"2211","yfcV",19851.00322
"2212","sixA",17207.60118
"2213","fadJ",77071.3081
"2214","fadI",46529.977
"2215","yfcZ",10317.56646
"2216","fadL",48540.9707
"2217","yfdF",40248.05556
"2218","mlaA",28041.27258
"2219","yfdC",34502.79694
"2220","intS",44060.5133
"2221","gtrA",13225.60454
"2222","gtrB",34634.98928
"2223","gtrS",51482.94098
"2224","yfdK",16408.06576
"2225","yfdN",18733.78576
"2226","yfdP",13101.66172
"2227","yfdQ",30442.13816
"2228","yfdR",20255.22628
"2229","yfdS",13671.4674
"2230","yfdT",12132.61624
"2231","torI",7677.80482
"2232","dsdC",35331.83706
"2233","dsdX",47162.6136
"2234","dsdA",47900.01872
"2235","emrY",56000.4836
"2236","emrK",42552.87528
"2237","evgA",22689.94728
"2238","evgS",134741.0824
"2239","yfdE",41670.29426
"2240","yfdV",33615.5712
"2241","oxc",60580.54454
"2242","frc",45827.65086
"2243","yfdX",22976.93518
"2244","ypdI",10161.7961
"2245","yfdY",8873.77914
"2246","lpxP",35493.02224
"2247","ypdK",2672.3177
"2248","alaC",46215.67962
"2249","ypdA",62624.67268
"2250","ypdB",28688.662
"2251","ypdC",32355.15488
"2252","fryA",92128.92658
"2253","ypdE",37408.4597
"2254","ypdF",39623.4591
"2255","fryC",43965.91888
"2256","fryB",11735.19384
"2257","glk",34722.6754
"2258","yfeO",43573.11796
"2259","ypeC",13262.5243
"2260","mntH",44193.14164
"2261","nupC",43475.24266
"2262","insL1",40908.3311
"2263","yfeA",83523.21964
"2264","yfeC",12719.45532
"2265","yfeD",14909.9821
"2266","gltX",53815.10562
"2267","xapR",33626.95958
"2268","xapB",46139.32006
"2269","xapA",29834.30174
"2270","yfeN",29232.85272
"2271","yfeR",33902.59744
"2272","yfeH",36405.21886
"2273","ypeB",8414.94424
"2274","ligA",73605.17992
"2275","zipA",36474.87112
"2276","cysZ",29304.64872
"2277","cysK",34489.22824
"2278","ptsH",9119.2603
"2279","ptsI",63561.1057
"2280","crr",18250.83768
"2281","pdxK",30847.02074
"2282","yfeK",13731.7983
"2283","yfeS",28242.8619
"2284","cysM",32631.74186
"2285","cysA",41058.39936
"2286","cysW",32537.19642
"2287","cysU",30291.47344
"2288","cysP",37614.09038
"2289","ucpA",27849.67586
"2290","murR",31191.39654
"2291","murQ",31219.58876
"2292","murP",49801.35542
"2293","yfeW",47751.82354
"2294","yfeX",33051.87932
"2295","yfeY",20897.40194
"2296","yfeZ",17168.20994
"2297","ypeA",16311.38948
"2298","amiA",31411.73134
"2299","hemF",34322.2135
"2300","eutR",40159.32124
"2301","eutK",17892.42396
"2302","eutL",22787.59656
"2303","eutC",31781.2539
"2304","eutB",49402.50448
"2305","intZ",45362.88768
"2306","yffL",25142.93154
"2307","yffM",9173.6835
"2308","yffN",13777.6529
"2309","yffO",15728.9386
"2310","yffP",22906.45658
"2311","yffQ",13819.11914
"2312","yffR",14553.67856
"2313","yffS",29750.58294
"2314","eutA",49566.52236
"2315","eutH",42806.34532
"2316","eutG",41030.94518
"2317","eutJ",30081.7947
"2318","eutE",49020.98466
"2319","eutN",9956.38098
"2320","eutM",9865.44438
"2321","eutD",36066.32742
"2322","eutT",30171.20778
"2323","eutQ",25385.6158
"2324","eutP",17658.634
"2325","eutS",11649.42902
"2326","maeB",82416.4535
"2327","talA",35658.3664
"2328","tktB",73041.83734
"2329","ypfG",38745.9251
"2330","nudK",21748.40558
"2331","aegA",71843.23106
"2332","narQ",63664.04668
"2333","acrD",113046.03668
"2334","ypfM",2407.852
"2335","yffB",13600.43454
"2336","dapE",41268.5414
"2337","ypfN",8071.31662
"2338","ypfH",24854.75868
"2339","tmcA",74891.61698
"2340","ypfJ",31459.84434
"2341","purC",26994.69632
"2342","bamC",36841.99754
"2343","dapA",31269.6287
"2344","gcvR",20750.37888
"2345","bcp",17633.7335
"2346","hyfA",22154.15652
"2347","hyfB",72582.19142
"2348","hyfC",34358.854
"2349","hyfD",51753.96988
"2350","hyfE",23361.24192
"2351","hyfF",56766.5053
"2352","hyfG",63350.69934
"2353","hyfH",20159.18918
"2354","hyfI",28100.98434
"2355","hyfJ",15576.81256
"2356","hyfR",75304.36112
"2357","focB",30564.309
"2358","yfgO",39193.96316
"2359","bepA",53907.29972
"2360","yfgD",13398.43614
"2361","hda",26614.3401
"2362","uraA",45059.58072
"2363","upp",22533.00062
"2364","purM",36821.56098
"2365","purN",23237.99884
"2366","ppk",80430.5038
"2367","ppx",58135.29602
"2368","yfgF",85606.67318
"2369","yfgG",7429.46902
"2370","yfgH",17672.81018
"2371","yfgI",20230.1595
"2372","guaA",58678.54024
"2373","guaB",52021.86194
"2374","xseA",51831.60898
"2375","yfgJ",7994.23106
"2376","der",55035.22212
"2377","bamB",41886.69604
"2378","yfgM",22143.71836
"2379","hisS",46996.82348
"2380","ispG",40683.13938
"2381","rodZ",36191.23412
"2382","rlmN",43085.07392
"2383","ndk",15463.2576
"2384","pbpC",85065.90552
"2385","yfhM",181583.18028
"2386","sseA",30811.45246
"2387","sseB",28642.17068
"2388","pepB",46179.62776
"2389","iscX",7731.47978
"2390","fdx",12330.7031
"2391","hscA",65651.65044
"2392","hscB",20137.46608
"2393","iscA",11555.91808
"2394","iscU",13848.43962
"2395","iscS",45088.99984
"2396","iscR",17336.36262
"2397","trmJ",27047.63654
"2398","suhB",29171.77396
"2399","yfhR",31515.50664
"2400","csiE",49039.91152
"2401","hcaT",41592.2346
"2402","iroK",2329.76008
"2403","hcaR",32837.88388
"2404","hcaE",51108.6083
"2405","hcaF",20578.99092
"2406","hcaC",11328.65442
"2407","hcaB",28499.27316
"2408","hcaD",43977.69952
"2409","yphA",15211.21636
"2410","yphB",32716.06592
"2411","yphC",38050.37908
"2412","yphD",34482.93574
"2413","yphE",55015.7434
"2414","yphF",35057.72892
"2415","yphG",123830.63042
"2416","yphH",44520.26526
"2417","glyA",45316.06098
"2418","hmp",43867.12264
"2419","glnB",12425.30126
"2420","glrR",49147.8122
"2421","yfhG",27347.56808
"2422","glrK",53311.77438
"2423","purL",141401.07976
"2424","mltF",58283.37804
"2425","tadA",18699.30468
"2426","pgpC",24421.05026
"2427","yfhH",30707.15416
"2428","yfhL",9791.22476
"2429","shoB",3102.96948
"2430","acpS",14052.12168
"2431","pdxJ",26384.00866
"2432","recO",27390.29152
"2433","era",33809.66792
"2434","rnc",25549.73084
"2435","lepB",35959.91318
"2436","lepA",66569.50432
"2437","rseC",16639.2245
"2438","rseB",35749.3115
"2439","rseA",24321.1137
"2440","rpoE",21695.47364
"2441","nadB",60336.72224
"2442","trmN",27269.61152
"2443","srmB",49913.52402
"2444","yfiE",33242.92476
"2445","eamB",21215.97462
"2446","grcA",14284.00974
"2447","ung",25692.89836
"2448","yfiF",37783.94044
"2449","trxC",15554.6067
"2450","yfiP",25994.72486
"2451","pka",97986.32588
"2452","pssA",52801.14316
"2453","yfiM",11787.14504
"2454","kgtP",47051.9747
"2455","clpB",95583.88888
"2456","yfiH",26338.64084
"2457","rluD",37121.1946
"2458","bamD",27829.0755
"2459","raiA",12784.4376
"2460","pheL",1924.3097
"2461","pheA",43110.84114
"2462","tyrA",42042.02586
"2463","aroF",38803.5463
"2464","yfiL",13203.55284
"2465","yfiR",18977.89014
"2466","yfiN",45988.93588
"2467","yfiB",17244.35958
"2468","rplS",13133.07118
"2469","trmD",28422.03164
"2470","rimM",20605.19736
"2471","rpsP",9190.4388
"2472","ffh",49786.79298
"2473","ypjD",29261.77264
"2474","yfjD",48025.62288
"2475","grpE",21797.5911
"2476","nadK",32565.99948
"2477","recN",61395.75408
"2478","bamE",12301.9018
"2479","ratB",10757.15358
"2480","ratA",17726.47314
"2481","smpB",18268.88352
"2482","intA",46651.2044
"2483","yfjH",37139.06042
"2484","alpA",8132.51922
"2485","yfjI",54025.98832
"2486","yfjJ",24560.38406
"2487","yfjK",83060.82118
"2488","yfjL",62005.76626
"2489","yfjM",9967.16826
"2490","rnlA",40060.6596
"2491","rnlB",13646.50002
"2492","yfjP",32093.7732
"2493","yfjQ",31254.26074
"2494","yfjR",26605.6742
"2495","ypjK",7671.27966
"2496","yfjS",16734.7208
"2497","yfjT",17098.96594
"2498","yfjW",64195.569
"2499","yfjX",17303.16752
"2500","yfjY",17963.53642
"2501","ypjJ",7860.98436
"2502","yfjZ",11737.1445
"2503","ypjF",12308.05534
"2504","ypjA",157497.69448
"2505","csiD",37359.96164
"2506","lhgO",46081.40566
"2507","gabD",51719.4542
"2508","gabT",45774.11238
"2509","gabP",51079.49812
"2510","csiR",24990.57296
"2511","ygaU",16062.91356
"2512","yqaE",5865.11484
"2513","ygaV",10596.16842
"2514","ygaP",18638.50834
"2515","stpA",15347.33666
"2516","alaE",16948.89912
"2517","ygaC",13065.60394
"2518","ygaM",11847.16942
"2519","nrdH",9139.37198
"2520","nrdI",15340.18946
"2521","nrdE",80460.02576
"2522","nrdF",36442.7976
"2523","proV",44162.28864
"2524","proW",37619.24538
"2525","proX",36022.1062
"2526","ygaZ",26107.38388
"2527","ygaH",12023.40304
"2528","mprA",20563.24054
"2529","emrA",42735.5255
"2530","emrB",55623.7531
"2531","luxS",19415.99404
"2532","gshA",58250.58314
"2533","yqaA",15557.45338
"2534","yqaB",20779.58188
"2535","csrA",6855.8117
"2536","alaS",96031.26882
"2537","recX",19423.847
"2538","recA",37972.9389
"2539","pncC",17581.5185
"2540","mltB",40255.25926
"2541","srlA",20580.0951
"2542","srlE",33331.63246
"2543","srlB",13303.89042
"2544","srlD",27857.55952
"2545","srlM",12953.09564
"2546","srlR",28235.82564
"2547","srlQ",34031.07482
"2548","norR",55235.70038
"2549","norV",54233.58252
"2550","norW",41403.11692
"2551","hypF",82065.11256
"2552","hydN",19026.00114
"2553","ascG",36812.77608
"2554","ascF",51025.3878
"2555","ascB",53934.30646
"2556","hycI",17024.28068
"2557","hycH",15464.49902
"2558","hycG",27998.8496
"2559","hycF",20309.16808
"2560","hycE",64979.63708
"2561","hycD",33028.95938
"2562","hycC",64076.41032
"2563","hycB",21840.99754
"2564","hycA",17626.77574
"2565","hypA",13168.06054
"2566","hypB",31564.71762
"2567","hypC",9731.90274
"2568","hypD",41362.93874
"2569","hypE",35059.9993
"2570","fhlA",78467.03348
"2571","ygbA",13940.32124
"2572","mutS",95245.79356
"2573","pphB",25097.9332
"2574","ygbI",27416.33176
"2575","ygbJ",30750.91674
"2576","ygbK",41338.61702
"2577","ygbL",23222.20842
"2578","ygbM",29216.61788
"2579","ygbN",46769.05884
"2580","rpoS",37971.38594
"2581","nlpD",40148.5133
"2582","pcm",23257.48926
"2583","umpG",26900.11806
"2584","truD",39091.0033
"2585","ispF",16897.3414
"2586","ispD",25736.96176
"2587","ftsB",11621.93314
"2588","ygbE",12017.12308
"2589","cysC",22321.04032
"2590","cysN",52557.82294
"2591","cysD",35187.90858
"2592","iap",37919.7543
"2593","ygbF",10518.13882
"2594","ygbT",33194.06074
"2595","casE",22292.72752
"2596","casD",25208.5148
"2597","casC",40025.03134
"2598","casB",18701.30234
"2599","casA",55900.53878
"2600","ygcB",100543.89702
"2601","cysH",27975.47002
"2602","cysI",63997.37042
"2603","cysJ",66268.99632
"2604","queD",13772.7269
"2605","ygcN",46392.65796
"2606","ygcO",9661.91354
"2607","ygcP",20786.16488
"2608","ygcQ",30307.27468
"2609","ygcR",28720.06244
"2610","ygcS",48233.535
"2611","ygcU",53736.7746
"2612","ygcW",28041.75016
"2613","yqcE",46830.1915
"2614","ygcE",54176.33948
"2615","queE",25029.3739
"2616","yqcG",5383.09066
"2617","ygcG",32205.2316
"2618","eno",45654.41304
"2619","pyrG",60373.4493
"2620","mazG",30411.95474
"2621","mazF",12097.9133
"2622","mazE",9355.61984
"2623","relA",83874.63428
"2624","rlmD",48051.68188
"2625","barA",102452.0439
"2626","gudD",49140.45242
"2627","gudX",48849.01054
"2628","gudP",49141.5095
"2629","yqcA",16273.98694
"2630","truC",29665.35982
"2631","yqcC",12786.38984
"2632","syd",20676.17246
"2633","queF",32587.10882
"2634","ygdH",50953.29052
"2635","sdaC",46905.79804
"2636","sdaB",48752.43002
"2637","ygdG",28133.7594
"2638","fucO",40512.90958
"2639","fucA",23775.04906
"2640","fucP",47544.34924
"2641","fucI",64975.98766
"2642","fucK",52258.08716
"2643","fucU",15472.9418
"2644","fucR",27361.84994
"2645","rlmM",41904.73324
"2646","ygdD",14332.9855
"2647","gcvA",34401.1084
"2648","ygdI",8174.13406
"2649","csdA",43233.66676
"2650","csdE",15940.07872
"2651","tcdA",28561.69734
"2652","mltA",40410.12736
"2653","amiC",45633.89348
"2654","argA",49162.54702
"2655","recD",66901.64472
"2656","recB",133957.4352
"2657","ptrA",107707.19266
"2658","recC",128846.1492
"2659","ppdC",12003.80362
"2660","ygdB",14941.11864
"2661","ppdB",20519.27394
"2662","ppdA",17865.20382
"2663","thyA",30479.33424
"2664","lgt",33107.53602
"2665","ptsP",83714.66508
"2666","rppH",20762.53434
"2667","mutH",25527.13614
"2668","ygdQ",26157.06942
"2669","ygdR",7876.82356
"2670","tas",38499.06376
"2671","lplT",41655.11618
"2672","aas",80699.05494
"2673","galR",37093.63486
"2674","lysA",46176.71298
"2675","lysR",34364.2278
"2676","ygeA",25247.69032
"2677","araE",51683.88604
"2678","kduD",27069.71652
"2679","kduI",31043.95604
"2680","yqeF",41018.26902
"2681","yqeG",45098.72688
"2682","yqeH",24286.60048
"2683","yqeI",30849.87754
"2684","yqeJ",18687.2292
"2685","yqeL",3202.696
"2686","yqeK",16271.38068
"2687","ygeG",19093.04272
"2688","ygeH",52752.21746
"2689","ygeI",8054.74306
"2690","insD1",34365.66852
"2691","insC1",13451.467
"2692","ygeR",26546.20382
"2693","xdhA",81319.915
"2694","xdhB",31556.43842
"2695","xdhC",16921.57352
"2696","ygeV",66095.20252
"2697","ygeW",44186.96288
"2698","ygeX",43327.09148
"2699","ygeY",44803.44622
"2700","hyuA",51024.5744
"2701","yqeA",33070.58456
"2702","yqeB",57681.19548
"2703","yqeC",28071.08758
"2704","mocA",21513.61806
"2705","ygfK",115580.28156
"2706","ssnA",48841.00184
"2707","ygfM",28649.27748
"2708","xdhD",103517.49628
"2709","xanQ",49107.69916
"2710","guaD",50243.63578
"2711","ghxQ",46757.44484
"2712","ygfS",17513.20532
"2713","ygfT",69088.27696
"2714","uacT",51757.4006
"2715","yqfG",4790.94446
"2716","idi",20508.02884
"2717","lysS",57602.74766
"2718","prfB",41250.24702
"2719","recJ",63356.02646
"2720","dsbC",25621.39318
"2721","xerD",34213.8874
"2722","fldB",19699.95422
"2723","cptA",16031.78326
"2724","sdhE",10547.0226
"2725","ygfZ",36093.69644
"2726","yqfA",23846.44472
"2727","yqfB",11905.27326
"2728","bglA",55360.13902
"2729","ygfF",25938.19848
"2730","gcvP",104375.19952
"2731","gcvH",13811.0286
"2732","gcvT",40146.25184
"2733","ubiI",44244.09794
"2734","ubiH",42287.80094
"2735","pepP",49814.85178
"2736","ygfB",21229.36724
"2737","zapA",12594.02876
"2738","fau",21105.17688
"2739","ibsC",2208.85358
"2740","serA",44175.25392
"2741","rpiA",22860.13156
"2742","argP",33471.2987
"2743","scpA",77870.35976
"2744","argK",36703.49952
"2745","scpB",29172.2541
"2746","scpC",53823.83202
"2747","ygfI",34673.25344
"2748","yggE",26602.87594
"2749","argO",23143.3678
"2750","mscS",30895.63982
"2751","fbaA",39146.79852
"2752","pgk",41117.71482
"2753","epd",37298.93886
"2754","yggC",27099.53154
"2755","yggD",19271.71452
"2756","yggF",34323.07872
"2757","yggP",45817.04896
"2758","cmtA",48970.4732
"2759","cmtB",16046.04522
"2760","tktA",72210.91336
"2761","loiP",26842.05434
"2762","speB",33556.66864
"2763","speA",73897.62926
"2764","yqgB",4858.74866
"2765","yqgC",8114.4015
"2766","metK",41951.13698
"2767","galP",50981.92614
"2768","yggI",19348.26236
"2769","endA",26708.8027
"2770","rsmE",26977.76376
"2771","gshB",35560.49176
"2772","yqgE",20685.66314
"2773","yqgF",15186.11096
"2774","yggR",35993.73342
"2775","yggS",25787.13664
"2776","yggT",21166.86996
"2777","yggU",10456.05144
"2778","rdgB",21038.58486
"2779","yggW",42583.8096
"2780","yggM",38426.87724
"2781","ansB",36850.2515
"2782","yggN",26428.93034
"2783","yggL",12880.41188
"2784","trmI",27307.02702
"2785","mutY",39148.6632
"2786","yggX",10952.41284
"2787","mltC",40112.02056
"2788","nupG",46388.72682
"2789","speC",79415.21818
"2790","yqgA",24581.58694
"2791","yghD",20394.28404
"2792","yghG",14669.76836
"2793","pppA",29465.7213
"2794","sslE",167244.04118
"2795","glcA",58919.42876
"2796","glcB",80487.60022
"2797","glcG",13736.55998
"2798","glcF",45109.64896
"2799","glcE",38360.55582
"2800","glcD",53811.09034
"2801","glcC",28825.83864
"2802","insH1",39326.72564
"2803","yghQ",38514.60254
"2804","yghR",28151.16316
"2805","yghS",26314.3271
"2806","yghT",25355.28048
"2807","pitB",53808.1017
"2808","gss",70531.10362
"2809","yghU",32391.20626
"2810","hybG",8808.05898
"2811","hybF",12697.34176
"2812","hybE",17963.4351
"2813","hybD",17750.50684
"2814","hybC",62490.41296
"2815","hybB",43601.51356
"2816","hybA",35970.5786
"2817","hybO",39651.58792
"2818","yghW",10945.39356
"2819","gpr",38831.70962
"2820","yqhA",18640.97924
"2821","yghA",31487.5838
"2822","exbD",15526.82064
"2823","exbB",26255.01024
"2824","metC",43211.87976
"2825","yghB",24133.60268
"2826","yqhC",35956.3359
"2827","yqhD",42096.50356
"2828","dkgA",31109.2466
"2829","yqhG",34982.77324
"2830","yqhH",9512.95432
"2831","ygiQ",83476.92934
"2832","ftsP",51857.54914
"2833","plsC",27452.8377
"2834","parC",83830.32208
"2835","ygiS",60693.16046
"2836","mqsA",14702.9433
"2837","mqsR",11231.8308
"2838","ygiV",17827.05022
"2839","ygiW",14010.59328
"2840","qseB",24677.29982
"2841","qseC",50281.08116
"2842","ygiZ",13200.84808
"2843","mdaB",21890.64144
"2844","ygiN",11532.27742
"2845","parE",70243.10842
"2846","yqiA",21641.24988
"2847","cpdA",30919.57494
"2848","yqiB",16547.88142
"2849","nudF",23666.52034
"2850","tolC",53740.0522
"2851","ygiB",23479.17012
"2852","ygiC",45025.47878
"2853","ygiD",28891.69188
"2854","zupT",26484.48548
"2855","ribB",23353.23604
"2856","yqiC",11275.84236
"2857","ygiL",19493.78692
"2858","insC1",13451.467
"2859","insD1",34365.66852
"2860","yqiH",28491.63524
"2861","yqiI",38554.3489
"2862","glgS",7891.81442
"2863","yqiJ",23086.85136
"2864","yqiK",60698.93538
"2865","ibsD",2150.8142
"2866","ibsE",2206.87746
"2867","hldE",51050.01468
"2868","glnE",108417.15228
"2869","ygiF",48388.35016
"2870","ygiM",23076.10912
"2871","cca",46434.54864
"2872","bacA",29758.4274
"2873","folB",13619.36362
"2874","plsY",22193.17232
"2875","ttdR",35314.18482
"2876","ttdA",32733.2017
"2877","ttdB",22679.21728
"2878","ttdT",52905.80054
"2879","tsaD",36007.99312
"2880","rpsU",8499.85494
"2881","dnaG",65563.87128
"2882","rpoD",70262.51008
"2883","mug",18673.15652
"2884","yqjH",28871.19554
"2885","yqjI",23401.04318
"2886","aer",55065.14428
"2887","patA",49642.7786
"2888","ygjH",12315.23212
"2889","ebgR",36209.90972
"2890","ebgA",117877.5369
"2891","ebgC",17456.4127
"2892","ygjI",52146.03004
"2893","ygjJ",40098.99614
"2894","ygjK",88320.00068
"2895","fadH",72677.32046
"2896","higA",14995.24574
"2897","higB",12102.95422
"2898","rlmG",42330.9466
"2899","ygjP",19482.32172
"2900","ygjQ",25479.57464
"2901","ygjR",36213.89444
"2902","alx",35908.47576
"2903","sstT",43477.20292
"2904","ygjV",20512.2361
"2905","uxaA",54092.4701
"2906","uxaC",53986.57694
"2907","exuT",46891.7799
"2908","exuR",29835.34882
"2909","yqjA",24585.18712
"2910","mzrA",14172.03344
"2911","yqjC",13905.5358
"2912","yqjD",11051.35418
"2913","yqjE",15146.86368
"2914","yqjK",11778.55238
"2915","yqjF",14101.75846
"2916","yqjG",37385.60406
"2917","yhaH",14280.76486
"2918","yhaI",13455.74458
"2919","yhaJ",33256.01982
"2920","yhaK",25895.1663
"2921","yhaL",5960.79056
"2922","yhaM",45360.73406
"2923","yhaO",48314.15172
"2924","tdcG",48521.14598
"2925","tdcF",14007.00536
"2926","tdcE",85934.53698
"2927","tdcD",43383.62488
"2928","tdcC",48878.41494
"2929","tdcB",35232.02398
"2930","tdcA",34538.45568
"2931","tdcR",8607.77038
"2932","yhaB",20576.32452
"2933","yhaC",45250.38932
"2934","garK",39103.8892
"2935","garR",30427.11972
"2936","garL",27383.80864
"2937","garP",49008.66192
"2938","garD",56400.94522
"2939","prlF",12358.80586
"2940","yhaV",17836.02874
"2941","agaR",29572.15866
"2942","kbaZ",47159.80096
"2943","agaV",17085.64846
"2944","agaS",41782.03634
"2945","kbaY",31293.3251
"2946","agaB",17622.0495
"2947","agaC",28644.53862
"2948","agaD",29001.04048
"2949","agaI",27723.52226
"2950","yraH",20744.09446
"2951","yraI",25676.18834
"2952","yraJ",93615.1009
"2953","yraK",38534.93784
"2954","rsmI",31347.51188
"2955","lpoA",72824.30582
"2956","yraN",14797.48272
"2957","diaA",21073.77654
"2958","yraP",20027.70752
"2959","yraQ",37256.2649
"2960","yraR",23197.63112
"2961","yhbO",18858.20008
"2962","yhbP",16776.12662
"2963","yhbQ",11269.7795
"2964","yhbS",18533.55734
"2965","yhbT",19639.56886
"2966","yhbU",37046.71664
"2967","yhbV",32534.93568
"2968","yhbW",37128.91148
"2969","mtr",44332.02602
"2970","deaD",70545.33974
"2971","yrbN",2979.39456
"2972","nlpI",33620.35668
"2973","pnp",77082.02644
"2974","rpsO",10268.64136
"2975","truB",35086.66846
"2976","rbfA",15154.32282
"2977","infB",97348.75836
"2978","nusA",54870.267
"2979","rimP",16632.73828
"2980","argG",49897.83804
"2981","yhbX",60751.92182
"2982","secG",11365.02954
"2983","glmM",47543.04162
"2984","folP",30614.77032
"2985","ftsH",70707.28332
"2986","rlmE",23334.81842
"2987","yhbY",10783.57678
"2988","greA",17640.74504
"2989","dacB",51797.71816
"2990","obgE",43285.35778
"2991","yhbE",34962.70316
"2992","rpmA",9124.36256
"2993","rplU",11564.20332
"2994","ispB",35216.58512
"2995","sfsB",10494.90162
"2996","murA",44817.13524
"2997","ibaG",9451.6309
"2998","mlaB",10680.22844
"2999","mlaC",23962.32156
